temp_res,spat_res,count,start station id_uniq,start station name_uniq,end station id_uniq,end station name_uniq,bikeid_uniq,usertype_uniq,tripduration_avg,stoptime_avg,start station latitude_avg,start station longitude_avg,end station latitude_avg,end station longitude_avg,birth year_avg,gender_avg
2014-02-01T00:00:00.000-05:00,10020,16,1,1,15,15,16,2,1033.0,1.391278547125E9,40.75795248,-73.97787642,40.7492766,-73.98366022562499,1969.7142857142858,0.9375
