temp_res,spat_res,count,start station id_uniq,start station name_uniq,end station id_uniq,end station name_uniq,bikeid_uniq,usertype_uniq,tripduration_avg,stoptime_avg,start station latitude_avg,start station longitude_avg,end station latitude_avg,end station longitude_avg,birth year_avg,gender_avg
2014-02-01T00:00:00.000-05:00,11205,147,16,16,59,66,128,2,835.5102040816327,1.3912758352857144E9,40.692168535510206,-73.96639681040816,40.696545974605435,-73.97691851529592,1978.8345323741007,1.2040816326530612
