temp_res,spat_res,count,start station id_uniq,start station name_uniq,end station id_uniq,end station name_uniq,bikeid_uniq,usertype_uniq,tripduration_avg,stoptime_avg,start station latitude_avg,start station longitude_avg,end station latitude_avg,end station longitude_avg,birth year_avg,gender_avg
2014-02-01T00:00:00.000-05:00,10282,25,1,1,21,19,26,2,899.24,1.39127699128E9,40.7153379,-74.01658354000001,40.724532546,-74.00364756,1974.75,1.36
