tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
827,2014-02-01,2014-02-01T02:33:52.000-05:00,345,W 13 St & 6 Ave,40.73649403,-73.99704374,345,W 13 St & 6 Ave,40.73649403,-73.99704374,17090,Subscriber,1986,1,10011
553,2014-02-01,2014-02-01T07:48:39.000-05:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,510,W 51 St & 6 Ave,40.7606597,-73.98042047,16581,Subscriber,1960,1,10001
316,2014-02-01,2014-02-01T08:18:18.000-05:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,497,E 17 St & Broadway,40.73704984,-73.99009296,16454,Subscriber,1963,1,10003
433,2014-02-01,2014-02-01T08:56:33.000-05:00,517,Pershing Square S,40.75149263,-73.97798848,379,W 31 St & 7 Ave,40.749156,-73.9916,17984,Subscriber,1964,1,10017
653,2014-02-01,2014-02-01T09:20:35.000-05:00,469,Broadway & W 53 St,40.76344058,-73.98268129,513,W 56 St & 10 Ave,40.768254,-73.988639,17058,Customer,\N,0,10019
957,2014-02-01,2014-02-01T09:35:11.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,474,5 Ave & E 29 St,40.7451677,-73.98683077,17407,Customer,\N,0,10009
336,2014-02-01,2014-02-01T09:42:44.000-05:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,229,Great Jones St,40.72743423,-73.99379025,17498,Subscriber,1953,1,10014
627,2014-02-01,2014-02-01T09:50:11.000-05:00,503,E 20 St & Park Ave,40.73827428,-73.98751968,368,Carmine St & 6 Ave,40.73038599,-74.00214988,18313,Subscriber,1983,1,10003
1000,2014-02-01,2014-02-01T10:01:05.000-05:00,297,E 15 St & 3 Ave,40.734232,-73.986923,290,2 Ave & E 58 St,40.76020258,-73.96478473,20010,Subscriber,1978,1,10003
1217,2014-02-01,2014-02-01T10:52:03.000-05:00,337,Old Slip & Front St,40.7037992,-74.00838676,532,S 5 Pl & S 4 St,40.710451,-73.960876,19266,Subscriber,1982,1,10005
382,2014-02-01,2014-02-01T10:41:21.000-05:00,247,Perry St & Bleecker St,40.73535398,-74.00483091,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17474,Subscriber,1981,2,10014
1176,2014-02-01,2014-02-01T11:06:03.000-05:00,317,E 6 St & Avenue B,40.72453734,-73.98185424,330,Reade St & Broadway,40.71450451,-74.00562789,19301,Subscriber,1986,1,10009
765,2014-02-01,2014-02-01T11:20:21.000-05:00,229,Great Jones St,40.72743423,-73.99379025,2010,Grand St & Greene St,40.72165481,-74.00234737,15585,Subscriber,1976,1,10012
661,2014-02-01,2014-02-01T11:49:17.000-05:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,536,1 Ave & E 30 St,40.74144387,-73.97536082,19219,Subscriber,1984,1,10003
345,2014-02-01,2014-02-01T11:47:22.000-05:00,285,Broadway & E 14 St,40.73454567,-73.99074142,237,E 11 St & 2 Ave,40.73047309,-73.98672378,18486,Subscriber,1983,2,10003
8423,2014-02-01,2014-02-01T14:07:12.000-05:00,238,Bank St & Washington St,40.7361967,-74.00859207,501,FDR Drive & E 35 St,40.744219,-73.97121214,14919,Subscriber,1960,2,10014
637,2014-02-01,2014-02-01T12:02:02.000-05:00,348,W Broadway & Spring St,40.72490985,-74.00154702,497,E 17 St & Broadway,40.73704984,-73.99009296,17084,Subscriber,1961,1,10012
826,2014-02-01,2014-02-01T12:09:17.000-05:00,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17966,Subscriber,1963,1,10036
2356,2014-02-01,2014-02-01T12:37:13.000-05:00,489,10 Ave & W 28 St,40.75066386,-74.00176802,377,6 Ave & Canal St,40.72243797,-74.00566443,19650,Customer,\N,0,10001
533,2014-02-01,2014-02-01T12:07:27.000-05:00,326,E 11 St & 1 Ave,40.72953837,-73.98426726,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,21013,Subscriber,1989,1,10003
300,2014-02-01,2014-02-01T12:08:05.000-05:00,233,Joralemon St & Adams St,40.69246277,-73.98963911,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,20056,Subscriber,1984,2,11201
1321,2014-02-01,2014-02-01T12:33:56.000-05:00,449,W 52 St & 9 Ave,40.76461837,-73.98789473,528,2 Ave & E 31 St,40.74290902,-73.97706058,19495,Subscriber,1986,1,10019
374,2014-02-01,2014-02-01T12:24:57.000-05:00,307,Canal St & Rutgers St,40.71427487,-73.98990025,386,Centre St & Worth St,40.71494807,-74.00234482,15933,Subscriber,1985,1,10002
466,2014-02-01,2014-02-01T13:06:06.000-05:00,444,Broadway & W 24 St,40.7423543,-73.98915076,472,E 32 St & Park Ave,40.7457121,-73.98194829,19663,Subscriber,1971,1,10010
1194,2014-02-01,2014-02-01T13:45:42.000-05:00,472,E 32 St & Park Ave,40.7457121,-73.98194829,317,E 6 St & Avenue B,40.72453734,-73.98185424,19663,Subscriber,1988,2,10016
470,2014-02-01,2014-02-01T13:46:49.000-05:00,433,E 13 St & Avenue A,40.72955361,-73.98057249,293,Lafayette St & E 8 St,40.73028666,-73.9907647,20616,Subscriber,1988,1,10009
537,2014-02-01,2014-02-01T13:53:17.000-05:00,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,21301,Subscriber,1982,1,10022
1488,2014-02-01,2014-02-01T14:09:54.000-05:00,479,9 Ave & W 45 St,40.76019252,-73.9912551,238,Bank St & Washington St,40.7361967,-74.00859207,15555,Subscriber,1964,2,10036
236,2014-02-01,2014-02-01T13:51:49.000-05:00,435,W 21 St & 6 Ave,40.74173969,-73.99415556,116,W 17 St & 8 Ave,40.74177603,-74.00149746,16918,Subscriber,1984,1,10011
657,2014-02-01,2014-02-01T14:03:53.000-05:00,377,6 Ave & Canal St,40.72243797,-74.00566443,251,Mott St & Prince St,40.72317958,-73.99480012,18331,Subscriber,1987,1,10013
635,2014-02-01,2014-02-01T14:32:02.000-05:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,404,9 Ave & W 14 St,40.7405826,-74.00550867,16073,Subscriber,1959,2,10003
834,2014-02-01,2014-02-01T14:37:16.000-05:00,291,Madison St & Montgomery St,40.713126,-73.984844,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17580,Subscriber,1982,2,10002
1497,2014-02-01,2014-02-01T14:52:30.000-05:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,72,W 52 St & 11 Ave,40.76727216,-73.99392888,14869,Subscriber,1979,1,10001
495,2014-02-01,2014-02-01T14:53:33.000-05:00,434,9 Ave & W 18 St,40.74317449,-74.00366443,503,E 20 St & Park Ave,40.73827428,-73.98751968,20217,Subscriber,1986,1,10011
504,2014-02-01,2014-02-01T14:59:08.000-05:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,536,1 Ave & E 30 St,40.74144387,-73.97536082,15099,Subscriber,1989,1,10003
1837,2014-02-01,2014-02-01T15:30:02.000-05:00,471,Grand St & Havemeyer St,40.71286844,-73.95698119,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,21201,Subscriber,1972,2,11211
153,2014-02-01,2014-02-01T15:07:07.000-05:00,360,William St & Pine St,40.70717936,-74.00887308,224,Spruce St & Nassau St,40.71146364,-74.00552427,20228,Subscriber,1994,1,10005
1783,2014-02-01,2014-02-01T15:39:28.000-05:00,430,York St & Jay St,40.7014851,-73.98656928,387,Centre St & Chambers St,40.71273266,-74.0046073,19946,Customer,\N,0,11201
1009,2014-02-01,2014-02-01T15:40:21.000-05:00,212,W 16 St & The High Line,40.74334935,-74.00681753,508,W 46 St & 11 Ave,40.76341379,-73.99667444,18486,Subscriber,1988,2,10011
244,2014-02-01,2014-02-01T15:51:08.000-05:00,428,E 3 St & 1 Ave,40.72467721,-73.98783413,250,Lafayette St & Jersey St,40.72456089,-73.99565293,15162,Subscriber,1980,1,10003
396,2014-02-01,2014-02-01T16:05:59.000-05:00,531,Forsyth St & Broome St,40.71893904,-73.99266288,403,E 2 St & 2 Ave,40.72502876,-73.99069656,18001,Subscriber,1980,2,10002
1154,2014-02-01,2014-02-01T16:26:08.000-05:00,526,E 33 St & 5 Ave,40.74765947,-73.98490707,237,E 11 St & 2 Ave,40.73047309,-73.98672378,19683,Subscriber,1990,2,10016
568,2014-02-01,2014-02-01T16:18:28.000-05:00,463,9 Ave & W 16 St,40.74206539,-74.00443172,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18216,Subscriber,1989,1,10011
1078,2014-02-01,2014-02-01T16:39:01.000-05:00,223,W 13 St & 7 Ave,40.73781509,-73.99994661,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,15699,Subscriber,1979,1,10011
135,2014-02-01,2014-02-01T16:29:46.000-05:00,387,Centre St & Chambers St,40.71273266,-74.0046073,316,Fulton St & William St,40.70955958,-74.00653609,15805,Subscriber,1986,1,10007
352,2014-02-01,2014-02-01T16:41:38.000-05:00,296,Division St & Bowery,40.71413089,-73.9970468,79,Franklin St & W Broadway,40.71911552,-74.00666661,15878,Subscriber,1979,1,10002
1639,2014-02-01,2014-02-01T17:22:27.000-05:00,435,W 21 St & 6 Ave,40.74173969,-73.99415556,470,W 20 St & 8 Ave,40.74345335,-74.00004031,16677,Subscriber,1973,1,10011
574,2014-02-01,2014-02-01T17:11:05.000-05:00,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,407,Henry St & Poplar St,40.700469,-73.991454,19636,Subscriber,1987,1,11201
526,2014-02-01,2014-02-01T17:41:51.000-05:00,441,E 52 St & 2 Ave,40.756014,-73.967416,290,2 Ave & E 58 St,40.76020258,-73.96478473,19002,Subscriber,1966,1,10022
1648,2014-02-01,2014-02-01T18:06:56.000-05:00,217,Old Fulton St,40.70277159,-73.99383605,306,Cliff St & Fulton St,40.70823502,-74.00530063,21006,Subscriber,1986,2,11201
