tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
925,2014-02-01,2014-02-01T02:09:03.000-05:00,296,Division St & Bowery,40.71413089,-73.9970468,394,E 9 St & Avenue C,40.72521311,-73.97768752,15960,Subscriber,1958,1,10002
431,2014-02-01,2014-02-01T07:26:45.000-05:00,400,Pitt St & Stanton St,40.71926081,-73.98178024,295,Pike St & E Broadway,40.71406667,-73.99293911,16521,Subscriber,1957,1,10002
1211,2014-02-01,2014-02-01T09:14:14.000-05:00,518,E 39 St & 2 Ave,40.74780373,-73.9734419,499,Broadway & W 60 St,40.76915505,-73.98191841,19256,Subscriber,1963,2,10016
804,2014-02-01,2014-02-01T09:26:22.000-05:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19436,Subscriber,1971,1,10003
396,2014-02-01,2014-02-01T09:24:12.000-05:00,531,Forsyth St & Broome St,40.71893904,-73.99266288,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19861,Subscriber,1985,2,10002
1399,2014-02-01,2014-02-01T09:56:32.000-05:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,19724,Subscriber,1980,1,11205
556,2014-02-01,2014-02-01T09:43:09.000-05:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,345,W 13 St & 6 Ave,40.73649403,-73.99704374,16979,Subscriber,1950,1,10009
763,2014-02-01,2014-02-01T10:06:16.000-05:00,334,W 20 St & 7 Ave,40.74238787,-73.99726235,475,E 16 St & Irving Pl,40.73524276,-73.98758561,20523,Subscriber,1983,1,10011
734,2014-02-01,2014-02-01T10:08:58.000-05:00,487,E 20 St & FDR Drive,40.73314259,-73.97573881,116,W 17 St & 8 Ave,40.74177603,-74.00149746,15364,Subscriber,1976,1,10009
294,2014-02-01,2014-02-01T10:05:31.000-05:00,545,E 23 St & 1 Ave,40.736502,-73.97809472,518,E 39 St & 2 Ave,40.74780373,-73.9734419,17570,Subscriber,1979,1,10010
967,2014-02-01,2014-02-01T10:17:20.000-05:00,515,W 43 St & 10 Ave,40.76009437,-73.99461843,515,W 43 St & 10 Ave,40.76009437,-73.99461843,20569,Subscriber,1972,1,10036
473,2014-02-01,2014-02-01T10:10:27.000-05:00,268,Howard St & Centre St,40.71910537,-73.99973337,147,Greenwich St & Warren St,40.71542197,-74.01121978,19194,Subscriber,1989,2,10013
686,2014-02-01,2014-02-01T10:47:55.000-05:00,463,9 Ave & W 16 St,40.74206539,-74.00443172,357,E 11 St & Broadway,40.73261787,-73.99158043,18716,Subscriber,1969,1,10011
766,2014-02-01,2014-02-01T10:57:39.000-05:00,147,Greenwich St & Warren St,40.71542197,-74.01121978,224,Spruce St & Nassau St,40.71146364,-74.00552427,16473,Subscriber,1969,1,10007
557,2014-02-01,2014-02-01T11:07:10.000-05:00,430,York St & Jay St,40.7014851,-73.98656928,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,19365,Subscriber,1971,1,11201
1037,2014-02-01,2014-02-01T11:22:47.000-05:00,358,Christopher St & Greenwich St,40.73291553,-74.00711384,160,E 37 St & Lexington Ave,40.748238,-73.978311,15117,Subscriber,1978,1,10014
394,2014-02-01,2014-02-01T11:13:56.000-05:00,263,Elizabeth St & Hester St,40.71729,-73.996375,307,Canal St & Rutgers St,40.71427487,-73.98990025,19858,Subscriber,1997,2,10013
805,2014-02-01,2014-02-01T11:34:58.000-05:00,494,W 26 St & 8 Ave,40.74734825,-73.99723551,160,E 37 St & Lexington Ave,40.748238,-73.978311,20512,Subscriber,1986,1,10001
1048,2014-02-01,2014-02-01T12:01:41.000-05:00,504,1 Ave & E 15 St,40.73221853,-73.98165557,305,E 58 St & 3 Ave,40.76095756,-73.96724467,21037,Subscriber,1987,1,10009
260,2014-02-01,2014-02-01T11:56:08.000-05:00,444,Broadway & W 24 St,40.7423543,-73.98915076,486,Broadway & W 29 St,40.7462009,-73.98855723,15290,Subscriber,1984,1,10010
596,2014-02-01,2014-02-01T12:08:07.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,470,W 20 St & 8 Ave,40.74345335,-74.00004031,17044,Subscriber,1982,1,10001
212,2014-02-01,2014-02-01T12:01:45.000-05:00,433,E 13 St & Avenue A,40.72955361,-73.98057249,432,E 7 St & Avenue A,40.72621788,-73.98379855,18136,Subscriber,1978,1,10009
1911,2014-02-01,2014-02-01T12:50:12.000-05:00,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,18530,Subscriber,1989,1,10003
1096,2014-02-01,2014-02-01T13:11:00.000-05:00,439,E 4 St & 2 Ave,40.7262807,-73.98978041,462,W 22 St & 10 Ave,40.74691959,-74.00451887,21055,Subscriber,1986,1,10003
310,2014-02-01,2014-02-01T13:32:29.000-05:00,173,Broadway & W 49 St,40.76064679,-73.98442659,152,Warren St & Church St,40.71473993,-74.00910627,17953,Subscriber,1979,1,10019
607,2014-02-01,2014-02-01T13:40:09.000-05:00,285,Broadway & E 14 St,40.73454567,-73.99074142,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,18051,Subscriber,1962,2,10003
1115,2014-02-01,2014-02-01T14:02:19.000-05:00,478,11 Ave & W 41 St,40.76030096,-73.99884222,482,W 15 St & 7 Ave,40.73935542,-73.99931783,18322,Subscriber,1989,1,10036
851,2014-02-01,2014-02-01T14:10:19.000-05:00,382,University Pl & E 14 St,40.73492695,-73.99200509,348,W Broadway & Spring St,40.72490985,-74.00154702,20129,Subscriber,1971,2,10003
310,2014-02-01,2014-02-01T14:24:36.000-05:00,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,505,6 Ave & W 33 St,40.74901271,-73.98848395,15358,Subscriber,1971,1,10016
1671,2014-02-01,2014-02-01T15:16:09.000-05:00,238,Bank St & Washington St,40.7361967,-74.00859207,2008,Little West St & 1 Pl,40.70569254,-74.01677685,19109,Customer,\N,0,10014
471,2014-02-01,2014-02-01T14:59:28.000-05:00,303,Mercer St & Spring St,40.72362738,-73.99949601,127,Barrow St & Hudson St,40.73172428,-74.00674436,21446,Subscriber,1981,1,10012
811,2014-02-01,2014-02-01T15:06:19.000-05:00,447,8 Ave & W 52 St,40.76370739,-73.9851615,290,2 Ave & E 58 St,40.76020258,-73.96478473,19184,Subscriber,1986,2,10019
874,2014-02-01,2014-02-01T15:17:22.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,454,E 51 St & 1 Ave,40.75455731,-73.96592976,17894,Subscriber,1969,1,10001
1160,2014-02-01,2014-02-01T15:25:11.000-05:00,394,E 9 St & Avenue C,40.72521311,-73.97768752,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20955,Subscriber,1990,2,10009
388,2014-02-01,2014-02-01T15:16:43.000-05:00,377,6 Ave & Canal St,40.72243797,-74.00566443,375,Mercer St & Bleecker St,40.72679454,-73.99695094,17310,Subscriber,1977,1,10013
285,2014-02-01,2014-02-01T15:17:04.000-05:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17773,Subscriber,1969,2,10010
246,2014-02-01,2014-02-01T15:17:02.000-05:00,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,16279,Subscriber,1988,1,11201
147,2014-02-01,2014-02-01T15:22:53.000-05:00,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,15247,Subscriber,1964,1,11238
616,2014-02-01,2014-02-01T15:33:54.000-05:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18165,Subscriber,1961,1,10018
800,2014-02-01,2014-02-01T15:40:10.000-05:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17778,Subscriber,1989,2,10014
282,2014-02-01,2014-02-01T15:34:38.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,17264,Subscriber,1989,1,10001
583,2014-02-01,2014-02-01T15:44:14.000-05:00,393,E 5 St & Avenue C,40.72299208,-73.97995466,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,19502,Subscriber,1989,2,10009
440,2014-02-01,2014-02-01T15:58:08.000-05:00,328,Watts St & Greenwich St,40.72405549,-74.00965965,147,Greenwich St & Warren St,40.71542197,-74.01121978,17432,Subscriber,1986,2,10013
670,2014-02-01,2014-02-01T16:08:12.000-05:00,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,352,W 56 St & 6 Ave,40.76340613,-73.97722479,14579,Subscriber,1996,2,10016
318,2014-02-01,2014-02-01T16:17:45.000-05:00,294,Washington Square E,40.73049393,-73.9957214,382,University Pl & E 14 St,40.73492695,-73.99200509,19941,Subscriber,1983,1,10003
3777,2014-02-01,2014-02-01T17:16:03.000-05:00,454,E 51 St & 1 Ave,40.75455731,-73.96592976,280,E 10 St & 5 Ave,40.73331967,-73.99510132,18721,Subscriber,1962,1,10022
957,2014-02-01,2014-02-01T16:36:01.000-05:00,521,8 Ave & W 31 St,40.75044999,-73.99481051,422,W 59 St & 10 Ave,40.770513,-73.988038,18944,Subscriber,1982,1,10001
773,2014-02-01,2014-02-01T16:36:11.000-05:00,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,368,Carmine St & 6 Ave,40.73038599,-74.00214988,20735,Subscriber,1956,1,10014
420,2014-02-01,2014-02-01T16:53:11.000-05:00,444,Broadway & W 24 St,40.7423543,-73.98915076,545,E 23 St & 1 Ave,40.736502,-73.97809472,18105,Subscriber,1983,1,10010
432,2014-02-01,2014-02-01T17:25:52.000-05:00,483,E 12 St & 3 Ave,40.73223272,-73.98889957,402,Broadway & E 22 St,40.7403432,-73.98955109,20363,Subscriber,1976,1,10003
513,2014-02-01,2014-02-01T17:36:02.000-05:00,233,Joralemon St & Adams St,40.69246277,-73.98963911,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,15789,Subscriber,1983,1,11201
309,2014-02-01,2014-02-01T17:48:06.000-05:00,480,W 53 St & 10 Ave,40.76669671,-73.99061728,173,Broadway & W 49 St,40.76064679,-73.98442659,16004,Subscriber,1976,1,10019
