tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
622,2014-02-01,2014-02-01T00:48:26.000-05:00,528,2 Ave & E 31 St,40.74290902,-73.97706058,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,19366,Subscriber,1992,1,10016
839,2014-02-01,2014-02-01T08:41:39.000-05:00,473,Rivington St & Chrystie St,40.72110063,-73.9919254,404,9 Ave & W 14 St,40.7405826,-74.00550867,20600,Subscriber,1954,2,10002
508,2014-02-01,2014-02-01T09:28:37.000-05:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,285,Broadway & E 14 St,40.73454567,-73.99074142,20706,Subscriber,1948,1,10010
344,2014-02-01,2014-02-01T09:38:26.000-05:00,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,435,W 21 St & 6 Ave,40.74173969,-73.99415556,21009,Subscriber,1960,1,10016
597,2014-02-01,2014-02-01T10:32:12.000-05:00,476,E 31 St & 3 Ave,40.74394314,-73.97966069,487,E 20 St & FDR Drive,40.73314259,-73.97573881,18655,Subscriber,1987,1,10016
767,2014-02-01,2014-02-01T10:38:28.000-05:00,478,11 Ave & W 41 St,40.76030096,-73.99884222,505,6 Ave & W 33 St,40.74901271,-73.98848395,14768,Subscriber,1974,1,10036
401,2014-02-01,2014-02-01T10:38:36.000-05:00,453,W 22 St & 8 Ave,40.74475148,-73.99915362,212,W 16 St & The High Line,40.74334935,-74.00681753,15009,Subscriber,1984,2,10011
516,2014-02-01,2014-02-01T11:21:18.000-05:00,2000,Front St & Washington St,40.70255088,-73.98940236,310,State St & Smith St,40.68926942,-73.98912867,21046,Subscriber,1965,2,11201
1276,2014-02-01,2014-02-01T11:39:18.000-05:00,337,Old Slip & Front St,40.7037992,-74.00838676,2008,Little West St & 1 Pl,40.70569254,-74.01677685,18863,Customer,\N,0,10005
577,2014-02-01,2014-02-01T12:22:51.000-05:00,519,Pershing Square N,40.75188406,-73.97770164,519,Pershing Square N,40.75188406,-73.97770164,18288,Customer,\N,0,10017
788,2014-02-01,2014-02-01T12:29:56.000-05:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,470,W 20 St & 8 Ave,40.74345335,-74.00004031,19584,Subscriber,1983,2,10003
1801,2014-02-01,2014-02-01T12:47:59.000-05:00,527,E 33 St & 1 Ave,40.74315566,-73.97434726,523,W 38 St & 8 Ave,40.75466591,-73.99138152,18337,Subscriber,1973,1,10016
925,2014-02-01,2014-02-01T12:42:22.000-05:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,523,W 38 St & 8 Ave,40.75466591,-73.99138152,18217,Subscriber,1979,1,10003
848,2014-02-01,2014-02-01T13:02:54.000-05:00,355,Bayard St & Baxter St,40.71602118,-73.99974372,355,Bayard St & Baxter St,40.71602118,-73.99974372,21395,Subscriber,1995,1,10013
607,2014-02-01,2014-02-01T13:11:18.000-05:00,254,W 11 St & 6 Ave,40.73532427,-73.99800419,335,Washington Pl & Broadway,40.72903917,-73.99404649,15212,Subscriber,1980,1,10011
443,2014-02-01,2014-02-01T13:10:59.000-05:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,521,8 Ave & W 31 St,40.75044999,-73.99481051,19861,Subscriber,1992,2,10003
425,2014-02-01,2014-02-01T13:21:10.000-05:00,453,W 22 St & 8 Ave,40.74475148,-73.99915362,496,E 16 St & 5 Ave,40.73726186,-73.99238967,16249,Subscriber,1955,1,10011
1566,2014-02-01,2014-02-01T13:44:25.000-05:00,385,E 55 St & 2 Ave,40.75797322,-73.96603308,453,W 22 St & 8 Ave,40.74475148,-73.99915362,20220,Subscriber,1958,1,10022
942,2014-02-01,2014-02-01T13:41:29.000-05:00,517,Pershing Square S,40.75149263,-73.97798848,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,15307,Customer,\N,0,10017
1034,2014-02-01,2014-02-01T14:09:56.000-05:00,394,E 9 St & Avenue C,40.72521311,-73.97768752,521,8 Ave & W 31 St,40.75044999,-73.99481051,17398,Subscriber,1972,1,10009
272,2014-02-01,2014-02-01T14:15:01.000-05:00,497,E 17 St & Broadway,40.73704984,-73.99009296,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,19280,Subscriber,1994,1,10003
665,2014-02-01,2014-02-01T14:32:55.000-05:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,2012,E 27 St & 1 Ave,40.739445,-73.976806,16618,Subscriber,1970,2,10009
567,2014-02-01,2014-02-01T14:44:43.000-05:00,496,E 16 St & 5 Ave,40.73726186,-73.99238967,251,Mott St & Prince St,40.72317958,-73.99480012,19008,Subscriber,1975,1,10003
561,2014-02-01,2014-02-01T14:51:34.000-05:00,527,E 33 St & 1 Ave,40.74315566,-73.97434726,526,E 33 St & 5 Ave,40.74765947,-73.98490707,16031,Subscriber,1962,2,10016
815,2014-02-01,2014-02-01T14:55:52.000-05:00,515,W 43 St & 10 Ave,40.76009437,-73.99461843,440,E 45 St & 3 Ave,40.75255434,-73.97282625,15605,Subscriber,1992,1,10036
455,2014-02-01,2014-02-01T14:59:59.000-05:00,411,E 6 St & Avenue D,40.72228087,-73.97668709,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,19540,Subscriber,1983,1,10009
318,2014-02-01,2014-02-01T15:09:03.000-05:00,472,E 32 St & Park Ave,40.7457121,-73.98194829,518,E 39 St & 2 Ave,40.74780373,-73.9734419,20617,Subscriber,1979,1,10016
470,2014-02-01,2014-02-01T15:11:47.000-05:00,2003,1 Ave & E 18 St,40.73416059,-73.98024289,317,E 6 St & Avenue B,40.72453734,-73.98185424,15712,Subscriber,1969,1,10009
449,2014-02-01,2014-02-01T15:22:59.000-05:00,388,W 26 St & 10 Ave,40.749717753,-74.002950346,525,W 34 St & 11 Ave,40.75594159,-74.0021163,16456,Subscriber,1947,2,10001
949,2014-02-01,2014-02-01T15:41:29.000-05:00,482,W 15 St & 7 Ave,40.73935542,-73.99931783,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,19279,Subscriber,1968,1,10011
564,2014-02-01,2014-02-01T15:40:17.000-05:00,426,West St & Chambers St,40.71754834,-74.01322069,2008,Little West St & 1 Pl,40.70569254,-74.01677685,20915,Subscriber,1953,1,10013
342,2014-02-01,2014-02-01T15:44:19.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,521,8 Ave & W 31 St,40.75044999,-73.99481051,14836,Subscriber,1947,1,10011
2311,2014-02-01,2014-02-01T16:25:39.000-05:00,545,E 23 St & 1 Ave,40.736502,-73.97809472,290,2 Ave & E 58 St,40.76020258,-73.96478473,16459,Customer,\N,0,10010
4702,2014-02-01,2014-02-01T17:11:22.000-05:00,499,Broadway & W 60 St,40.76915505,-73.98191841,346,Bank St & Hudson St,40.73652889,-74.00618026,16818,Subscriber,1984,2,10023
925,2014-02-01,2014-02-01T16:13:52.000-05:00,308,St James Pl & Oliver St,40.71307916,-73.99851193,363,West Thames St,40.70834698,-74.01713445,18335,Subscriber,1954,1,10038
302,2014-02-01,2014-02-01T16:06:37.000-05:00,173,Broadway & W 49 St,40.76064679,-73.98442659,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17881,Subscriber,1959,1,10019
