tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
384,2014-02-01,2014-02-01T01:00:32.000-05:00,433,E 13 St & Avenue A,40.72955361,-73.98057249,266,Avenue D & E 8 St,40.72368361,-73.97574813,16800,Subscriber,1981,2,10009
649,2014-02-01,2014-02-01T05:03:55.000-05:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,434,9 Ave & W 18 St,40.74317449,-74.00366443,19321,Subscriber,1988,1,10018
1049,2014-02-01,2014-02-01T07:49:48.000-05:00,483,E 12 St & 3 Ave,40.73223272,-73.98889957,525,W 34 St & 11 Ave,40.75594159,-74.0021163,17046,Subscriber,1992,1,10003
706,2014-02-01,2014-02-01T08:22:13.000-05:00,516,E 47 St & 1 Ave,40.75206862,-73.96784384,474,5 Ave & E 29 St,40.7451677,-73.98683077,19340,Subscriber,1983,2,10017
1018,2014-02-01,2014-02-01T08:35:46.000-05:00,483,E 12 St & 3 Ave,40.73223272,-73.98889957,426,West St & Chambers St,40.71754834,-74.01322069,19779,Subscriber,1987,1,10003
840,2014-02-01,2014-02-01T08:55:26.000-05:00,302,Avenue D & E 3 St,40.72082834,-73.97793172,82,St James Pl & Pearl St,40.71117416,-74.00016545,17926,Subscriber,1978,1,10009
367,2014-02-01,2014-02-01T09:59:10.000-05:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,357,E 11 St & Broadway,40.73261787,-73.99158043,16750,Subscriber,1989,1,10010
323,2014-02-01,2014-02-01T09:59:27.000-05:00,307,Canal St & Rutgers St,40.71427487,-73.98990025,473,Rivington St & Chrystie St,40.72110063,-73.9919254,19896,Subscriber,1978,1,10002
300,2014-02-01,2014-02-01T09:59:35.000-05:00,473,Rivington St & Chrystie St,40.72110063,-73.9919254,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,14986,Subscriber,1956,1,10002
279,2014-02-01,2014-02-01T10:42:47.000-05:00,403,E 2 St & 2 Ave,40.72502876,-73.99069656,382,University Pl & E 14 St,40.73492695,-73.99200509,15092,Subscriber,1985,2,10003
240,2014-02-01,2014-02-01T10:44:24.000-05:00,479,9 Ave & W 45 St,40.76019252,-73.9912551,494,W 26 St & 8 Ave,40.74734825,-73.99723551,16784,Subscriber,1990,2,10036
579,2014-02-01,2014-02-01T10:54:51.000-05:00,485,W 37 St & 5 Ave,40.75038009,-73.98338988,345,W 13 St & 6 Ave,40.73649403,-73.99704374,18820,Subscriber,1960,1,10018
366,2014-02-01,2014-02-01T11:05:30.000-05:00,263,Elizabeth St & Hester St,40.71729,-73.996375,428,E 3 St & 1 Ave,40.72467721,-73.98783413,18940,Subscriber,1961,1,10013
290,2014-02-01,2014-02-01T11:17:10.000-05:00,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,472,E 32 St & Park Ave,40.7457121,-73.98194829,16637,Subscriber,1990,1,10010
903,2014-02-01,2014-02-01T11:42:52.000-05:00,168,W 18 St & 6 Ave,40.73971301,-73.99456405,382,University Pl & E 14 St,40.73492695,-73.99200509,15570,Subscriber,1957,2,10011
453,2014-02-01,2014-02-01T11:38:53.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,402,Broadway & E 22 St,40.7403432,-73.98955109,17600,Subscriber,1983,1,10011
