tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
607,2014-02-01,2014-02-01T01:58:24.000-05:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,375,Mercer St & Bleecker St,40.72679454,-73.99695094,16306,Subscriber,1989,1,10001
181,2014-02-01,2014-02-01T05:55:16.000-05:00,415,Pearl St & Hanover Square,40.7047177,-74.00926027,534,Water - Whitehall Plaza,40.70255065,-74.0127234,17773,Subscriber,1988,1,10005
186,2014-02-01,2014-02-01T07:11:37.000-05:00,406,Hicks St & Montague St,40.69512845,-73.99595065,391,Clark St & Henry St,40.69760127,-73.99344559,18697,Subscriber,1981,2,11201
963,2014-02-01,2014-02-01T09:45:42.000-05:00,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,490,8 Ave & W 33 St,40.751551,-73.993934,16943,Subscriber,1959,1,10003
514,2014-02-01,2014-02-01T09:41:19.000-05:00,505,6 Ave & W 33 St,40.74901271,-73.98848395,528,2 Ave & E 31 St,40.74290902,-73.97706058,19553,Subscriber,1988,1,10001
279,2014-02-01,2014-02-01T09:42:01.000-05:00,435,W 21 St & 6 Ave,40.74173969,-73.99415556,509,9 Ave & W 22 St,40.7454973,-74.00197139,19812,Subscriber,1973,2,10011
941,2014-02-01,2014-02-01T11:34:58.000-05:00,523,W 38 St & 8 Ave,40.75466591,-73.99138152,482,W 15 St & 7 Ave,40.73935542,-73.99931783,15856,Subscriber,1959,2,10018
1176,2014-02-01,2014-02-01T11:50:30.000-05:00,531,Forsyth St & Broome St,40.71893904,-73.99266288,470,W 20 St & 8 Ave,40.74345335,-74.00004031,19168,Subscriber,1988,2,10002
1656,2014-02-01,2014-02-01T12:19:21.000-05:00,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,328,Watts St & Greenwich St,40.72405549,-74.00965965,15097,Subscriber,1974,1,10282
742,2014-02-01,2014-02-01T12:19:15.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,116,W 17 St & 8 Ave,40.74177603,-74.00149746,18420,Subscriber,1984,1,10001
2003,2014-02-01,2014-02-01T12:48:27.000-05:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,459,W 20 St & 11 Ave,40.746745,-74.007756,20625,Subscriber,1984,1,10002
938,2014-02-01,2014-02-01T12:42:37.000-05:00,233,Joralemon St & Adams St,40.69246277,-73.98963911,387,Centre St & Chambers St,40.71273266,-74.0046073,18536,Subscriber,1946,1,11201
144,2014-02-01,2014-02-01T12:46:09.000-05:00,502,Henry St & Grand St,40.714215,-73.981346,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,19454,Subscriber,1975,1,10002
9026,2014-02-01,2014-02-01T15:15:05.000-05:00,332,Cherry St,40.71219906,-73.97948148,337,Old Slip & Front St,40.7037992,-74.00838676,19340,Subscriber,1983,1,10002
1788,2014-02-01,2014-02-01T13:25:38.000-05:00,426,West St & Chambers St,40.71754834,-74.01322069,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19779,Customer,\N,0,10013
480,2014-02-01,2014-02-01T13:07:02.000-05:00,368,Carmine St & 6 Ave,40.73038599,-74.00214988,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16619,Subscriber,1990,1,10014
330,2014-02-01,2014-02-01T13:49:08.000-05:00,499,Broadway & W 60 St,40.76915505,-73.98191841,173,Broadway & W 49 St,40.76064679,-73.98442659,19440,Subscriber,1978,1,10023
397,2014-02-01,2014-02-01T14:00:44.000-05:00,536,1 Ave & E 30 St,40.74144387,-73.97536082,379,W 31 St & 7 Ave,40.749156,-73.9916,21169,Subscriber,1962,1,10016
317,2014-02-01,2014-02-01T14:00:46.000-05:00,450,W 49 St & 8 Ave,40.76227205,-73.98788205,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,19285,Subscriber,1975,1,10019
728,2014-02-01,2014-02-01T14:10:09.000-05:00,497,E 17 St & Broadway,40.73704984,-73.99009296,312,Allen St & E Houston St,40.722055,-73.989111,18253,Subscriber,1985,1,10003
1054,2014-02-01,2014-02-01T14:25:20.000-05:00,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,494,W 26 St & 8 Ave,40.74734825,-73.99723551,21368,Subscriber,1983,1,10012
934,2014-02-01,2014-02-01T14:25:05.000-05:00,168,W 18 St & 6 Ave,40.73971301,-73.99456405,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15126,Subscriber,1976,1,10011
7448,2014-02-01,2014-02-01T16:17:48.000-05:00,463,9 Ave & W 16 St,40.74206539,-74.00443172,459,W 20 St & 11 Ave,40.746745,-74.007756,18311,Subscriber,1985,1,10011
1661,2014-02-01,2014-02-01T14:45:54.000-05:00,363,West Thames St,40.70834698,-74.01713445,514,12 Ave & W 40 St,40.76087502,-74.00277668,19868,Subscriber,1961,1,10280
523,2014-02-01,2014-02-01T14:28:17.000-05:00,402,Broadway & E 22 St,40.7403432,-73.98955109,487,E 20 St & FDR Drive,40.73314259,-73.97573881,18663,Subscriber,1970,2,10010
184,2014-02-01,2014-02-01T14:28:33.000-05:00,285,Broadway & E 14 St,40.73454567,-73.99074142,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20706,Subscriber,1975,1,10003
176,2014-02-01,2014-02-01T14:37:44.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,472,E 32 St & Park Ave,40.7457121,-73.98194829,19527,Subscriber,1986,1,10001
302,2014-02-01,2014-02-01T14:48:36.000-05:00,415,Pearl St & Hanover Square,40.7047177,-74.00926027,306,Cliff St & Fulton St,40.70823502,-74.00530063,17337,Subscriber,1990,1,10005
349,2014-02-01,2014-02-01T15:05:33.000-05:00,116,W 17 St & 8 Ave,40.74177603,-74.00149746,496,E 16 St & 5 Ave,40.73726186,-73.99238967,19011,Subscriber,1983,2,10011
332,2014-02-01,2014-02-01T15:07:06.000-05:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,265,Stanton St & Chrystie St,40.72229346,-73.99147535,15976,Subscriber,1985,1,10003
1425,2014-02-01,2014-02-01T15:40:55.000-05:00,404,9 Ave & W 14 St,40.7405826,-74.00550867,518,E 39 St & 2 Ave,40.74780373,-73.9734419,16073,Subscriber,1986,2,10014
309,2014-02-01,2014-02-01T15:29:07.000-05:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,307,Canal St & Rutgers St,40.71427487,-73.98990025,18762,Subscriber,1989,1,10002
147,2014-02-01,2014-02-01T15:35:03.000-05:00,383,Greenwich Ave & Charles St,40.735238,-74.000271,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,15861,Subscriber,1986,1,10011
475,2014-02-01,2014-02-01T15:44:54.000-05:00,355,Bayard St & Baxter St,40.71602118,-73.99974372,146,Hudson St & Reade St,40.71625008,-74.0091059,18074,Subscriber,1964,2,10013
608,2014-02-01,2014-02-01T15:51:18.000-05:00,383,Greenwich Ave & Charles St,40.735238,-74.000271,521,8 Ave & W 31 St,40.75044999,-73.99481051,21440,Subscriber,1964,2,10011
541,2014-02-01,2014-02-01T15:51:07.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,466,W 25 St & 6 Ave,40.74395411,-73.99144871,19754,Subscriber,1960,1,10011
698,2014-02-01,2014-02-01T15:58:34.000-05:00,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,311,Norfolk St & Broome St,40.7172274,-73.98802084,20258,Subscriber,1975,1,11211
796,2014-02-01,2014-02-01T16:01:00.000-05:00,502,Henry St & Grand St,40.714215,-73.981346,249,Harrison St & Hudson St,40.71870987,-74.0090009,15029,Subscriber,1967,2,10002
161,2014-02-01,2014-02-01T15:57:57.000-05:00,475,E 16 St & Irving Pl,40.73524276,-73.98758561,382,University Pl & E 14 St,40.73492695,-73.99200509,17009,Subscriber,1988,1,10003
549,2014-02-01,2014-02-01T16:06:18.000-05:00,357,E 11 St & Broadway,40.73261787,-73.99158043,225,W 14 St & The High Line,40.74195138,-74.00803013,20908,Subscriber,1972,1,10003
741,2014-02-01,2014-02-01T16:12:37.000-05:00,280,E 10 St & 5 Ave,40.73331967,-73.99510132,301,E 2 St & Avenue B,40.72217444,-73.98368779,16985,Subscriber,1987,1,10003
