tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
997,2014-02-01,2014-02-01T02:17:45.000-05:00,403,E 2 St & 2 Ave,40.72502876,-73.99069656,531,Forsyth St & Broome St,40.71893904,-73.99266288,19716,Subscriber,1979,1,10003
440,2014-02-01,2014-02-01T07:33:00.000-05:00,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,293,Lafayette St & E 8 St,40.73028666,-73.9907647,15030,Subscriber,1966,1,10011
123,2014-02-01,2014-02-01T08:18:47.000-05:00,494,W 26 St & 8 Ave,40.74734825,-73.99723551,521,8 Ave & W 31 St,40.75044999,-73.99481051,18105,Subscriber,1979,1,10001
1171,2014-02-01,2014-02-01T09:16:59.000-05:00,308,St James Pl & Oliver St,40.71307916,-73.99851193,525,W 34 St & 11 Ave,40.75594159,-74.0021163,21365,Subscriber,1964,1,10038
1054,2014-02-01,2014-02-01T09:31:19.000-05:00,346,Bank St & Hudson St,40.73652889,-74.00618026,472,E 32 St & Park Ave,40.7457121,-73.98194829,21070,Subscriber,1982,1,10014
110,2014-02-01,2014-02-01T09:21:00.000-05:00,516,E 47 St & 1 Ave,40.75206862,-73.96784384,164,E 47 St & 2 Ave,40.75323098,-73.97032517,15952,Subscriber,1949,1,10017
384,2014-02-01,2014-02-01T09:27:20.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,357,E 11 St & Broadway,40.73261787,-73.99158043,18374,Subscriber,1983,1,10009
566,2014-02-01,2014-02-01T09:50:23.000-05:00,512,W 29 St & 9 Ave,40.7500727,-73.99839279,402,Broadway & E 22 St,40.7403432,-73.98955109,19392,Subscriber,1987,1,10001
283,2014-02-01,2014-02-01T10:32:53.000-05:00,285,Broadway & E 14 St,40.73454567,-73.99074142,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,19400,Subscriber,1977,1,10003
972,2014-02-01,2014-02-01T10:51:53.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,173,Broadway & W 49 St,40.76064679,-73.98442659,17859,Subscriber,1983,1,10011
1784,2014-02-01,2014-02-01T11:37:03.000-05:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,427,State St,40.70251526,-74.01427023,15765,Subscriber,1990,1,10018
361,2014-02-01,2014-02-01T11:30:51.000-05:00,212,W 16 St & The High Line,40.74334935,-74.00681753,446,W 24 St & 7 Ave,40.74487634,-73.99529885,18758,Subscriber,1967,1,10011
1396,2014-02-01,2014-02-01T11:52:24.000-05:00,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,251,Mott St & Prince St,40.72317958,-73.99480012,19156,Subscriber,1984,1,10019
353,2014-02-01,2014-02-01T11:46:57.000-05:00,383,Greenwich Ave & Charles St,40.735238,-74.000271,466,W 25 St & 6 Ave,40.74395411,-73.99144871,21086,Subscriber,1968,1,10011
208,2014-02-01,2014-02-01T11:48:05.000-05:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,262,Washington Park,40.69178232,-73.97372989,18757,Subscriber,1963,1,11205
1660,2014-02-01,2014-02-01T12:14:31.000-05:00,375,Mercer St & Bleecker St,40.72679454,-73.99695094,423,W 54 St & 9 Ave,40.76584941,-73.98690506,20912,Subscriber,1968,1,10012
514,2014-02-01,2014-02-01T12:09:03.000-05:00,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,167,E 39 St & 3 Ave,40.7489006,-73.97604882,19533,Subscriber,1988,1,10017
344,2014-02-01,2014-02-01T12:06:40.000-05:00,348,W Broadway & Spring St,40.72490985,-74.00154702,375,Mercer St & Bleecker St,40.72679454,-73.99695094,17632,Subscriber,1986,2,10012
493,2014-02-01,2014-02-01T12:11:47.000-05:00,474,5 Ave & E 29 St,40.7451677,-73.98683077,116,W 17 St & 8 Ave,40.74177603,-74.00149746,15677,Subscriber,1979,2,10016
