tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
772,2014-02-01,2014-02-01T02:10:11.000-05:00,168,W 18 St & 6 Ave,40.73971301,-73.99456405,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17403,Subscriber,1964,1,10011
73,2014-02-01,2014-02-01T04:06:23.000-05:00,147,Greenwich St & Warren St,40.71542197,-74.01121978,309,Murray St & West St,40.7149787,-74.013012,15359,Subscriber,1988,1,10007
402,2014-02-01,2014-02-01T07:47:42.000-05:00,498,Broadway & W 32 St,40.74854862,-73.98808416,523,W 38 St & 8 Ave,40.75466591,-73.99138152,15518,Subscriber,1985,1,10001
312,2014-02-01,2014-02-01T08:26:17.000-05:00,435,W 21 St & 6 Ave,40.74173969,-73.99415556,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16612,Subscriber,1962,1,10011
706,2014-02-01,2014-02-01T09:07:59.000-05:00,526,E 33 St & 5 Ave,40.74765947,-73.98490707,294,Washington Square E,40.73049393,-73.9957214,19941,Subscriber,1980,1,10016
1119,2014-02-01,2014-02-01T10:03:52.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,459,W 20 St & 11 Ave,40.746745,-74.007756,17177,Subscriber,1964,1,10009
283,2014-02-01,2014-02-01T10:20:09.000-05:00,523,W 38 St & 8 Ave,40.75466591,-73.99138152,478,11 Ave & W 41 St,40.76030096,-73.99884222,20015,Subscriber,1976,1,10018
1333,2014-02-01,2014-02-01T11:03:48.000-05:00,363,West Thames St,40.70834698,-74.01713445,238,Bank St & Washington St,40.7361967,-74.00859207,20912,Subscriber,1955,2,10280
478,2014-02-01,2014-02-01T10:53:06.000-05:00,487,E 20 St & FDR Drive,40.73314259,-73.97573881,503,E 20 St & Park Ave,40.73827428,-73.98751968,16248,Subscriber,1972,2,10009
700,2014-02-01,2014-02-01T10:57:18.000-05:00,494,W 26 St & 8 Ave,40.74734825,-73.99723551,168,W 18 St & 6 Ave,40.73971301,-73.99456405,19926,Subscriber,1984,2,10001
837,2014-02-01,2014-02-01T11:00:22.000-05:00,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,19821,Subscriber,1972,1,11205
151,2014-02-01,2014-02-01T11:10:00.000-05:00,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,15439,Subscriber,1959,1,10017
189,2014-02-01,2014-02-01T11:14:39.000-05:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,311,Norfolk St & Broome St,40.7172274,-73.98802084,15346,Subscriber,1982,1,10002
702,2014-02-01,2014-02-01T11:54:53.000-05:00,490,8 Ave & W 33 St,40.751551,-73.993934,513,W 56 St & 10 Ave,40.768254,-73.988639,17150,Subscriber,1971,1,10001
720,2014-02-01,2014-02-01T12:03:44.000-05:00,417,Barclay St & Church St,40.71291224,-74.01020234,383,Greenwich Ave & Charles St,40.735238,-74.000271,20651,Subscriber,1987,1,10007
548,2014-02-01,2014-02-01T12:06:12.000-05:00,328,Watts St & Greenwich St,40.72405549,-74.00965965,328,Watts St & Greenwich St,40.72405549,-74.00965965,19440,Subscriber,1985,1,10013
504,2014-02-01,2014-02-01T12:08:18.000-05:00,475,E 16 St & Irving Pl,40.73524276,-73.98758561,312,Allen St & E Houston St,40.722055,-73.989111,17849,Subscriber,1980,1,10003
651,2014-02-01,2014-02-01T12:15:42.000-05:00,441,E 52 St & 2 Ave,40.756014,-73.967416,526,E 33 St & 5 Ave,40.74765947,-73.98490707,17936,Subscriber,1987,1,10022
621,2014-02-01,2014-02-01T12:48:20.000-05:00,368,Carmine St & 6 Ave,40.73038599,-74.00214988,382,University Pl & E 14 St,40.73492695,-73.99200509,17659,Subscriber,1965,1,10014
1028,2014-02-01,2014-02-01T13:09:44.000-05:00,490,8 Ave & W 33 St,40.751551,-73.993934,456,E 53 St & Madison Ave,40.7597108,-73.97402311,15721,Subscriber,1976,1,10001
512,2014-02-01,2014-02-01T13:18:33.000-05:00,116,W 17 St & 8 Ave,40.74177603,-74.00149746,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15097,Subscriber,1978,1,10011
694,2014-02-01,2014-02-01T13:32:47.000-05:00,528,2 Ave & E 31 St,40.74290902,-73.97706058,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17883,Subscriber,1989,1,10016
614,2014-02-01,2014-02-01T13:44:53.000-05:00,497,E 17 St & Broadway,40.73704984,-73.99009296,2003,1 Ave & E 18 St,40.73416059,-73.98024289,18878,Subscriber,1983,2,10003
868,2014-02-01,2014-02-01T13:49:18.000-05:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,340,Madison St & Clinton St,40.71269042,-73.98776323,19356,Subscriber,1990,1,10003
1380,2014-02-01,2014-02-01T14:06:51.000-05:00,3002,South End Ave & Liberty St,40.711512,-74.015756,263,Elizabeth St & Hester St,40.71729,-73.996375,15535,Subscriber,1987,2,10281
607,2014-02-01,2014-02-01T13:58:55.000-05:00,410,Suffolk St & Stanton St,40.72066442,-73.98517977,497,E 17 St & Broadway,40.73704984,-73.99009296,17527,Subscriber,1984,2,10002
1413,2014-02-01,2014-02-01T14:14:31.000-05:00,496,E 16 St & 5 Ave,40.73726186,-73.99238967,250,Lafayette St & Jersey St,40.72456089,-73.99565293,21429,Subscriber,1959,2,10003
894,2014-02-01,2014-02-01T14:06:23.000-05:00,401,Allen St & Rivington St,40.72019576,-73.98997825,497,E 17 St & Broadway,40.73704984,-73.99009296,16252,Subscriber,1963,2,10002
130,2014-02-01,2014-02-01T14:11:10.000-05:00,502,Henry St & Grand St,40.714215,-73.981346,350,Clinton St & Grand St,40.71559509,-73.9870295,18773,Subscriber,1994,1,10002
484,2014-02-01,2014-02-01T14:19:32.000-05:00,116,W 17 St & 8 Ave,40.74177603,-74.00149746,497,E 17 St & Broadway,40.73704984,-73.99009296,16918,Subscriber,1947,1,10011
1319,2014-02-01,2014-02-01T14:34:17.000-05:00,527,E 33 St & 1 Ave,40.74315566,-73.97434726,432,E 7 St & Avenue A,40.72621788,-73.98379855,18910,Subscriber,1988,1,10016
353,2014-02-01,2014-02-01T14:35:18.000-05:00,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,17708,Subscriber,1975,1,11216
217,2014-02-01,2014-02-01T14:42:02.000-05:00,494,W 26 St & 8 Ave,40.74734825,-73.99723551,379,W 31 St & 7 Ave,40.749156,-73.9916,19646,Subscriber,1967,1,10001
231,2014-02-01,2014-02-01T15:21:03.000-05:00,280,E 10 St & 5 Ave,40.73331967,-73.99510132,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15074,Subscriber,1983,1,10003
904,2014-02-01,2014-02-01T15:35:55.000-05:00,146,Hudson St & Reade St,40.71625008,-74.0091059,146,Hudson St & Reade St,40.71625008,-74.0091059,14590,Subscriber,1985,2,10013
3198,2014-02-01,2014-02-01T16:19:05.000-05:00,332,Cherry St,40.71219906,-73.97948148,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19421,Subscriber,1973,1,10002
111,2014-02-01,2014-02-01T15:29:28.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,462,W 22 St & 10 Ave,40.74691959,-74.00451887,19370,Subscriber,1958,1,10011
866,2014-02-01,2014-02-01T15:49:54.000-05:00,289,Monroe St & Classon Ave,40.6845683,-73.95881081,310,State St & Smith St,40.68926942,-73.98912867,15298,Subscriber,1979,2,11238
705,2014-02-01,2014-02-01T16:13:58.000-05:00,137,E 56 St & Madison Ave,40.761628,-73.972924,526,E 33 St & 5 Ave,40.74765947,-73.98490707,17037,Subscriber,1993,2,10022
786,2014-02-01,2014-02-01T16:49:31.000-05:00,263,Elizabeth St & Hester St,40.71729,-73.996375,330,Reade St & Broadway,40.71450451,-74.00562789,15503,Subscriber,1978,1,10013
1687,2014-02-01,2014-02-01T17:32:03.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,432,E 7 St & Avenue A,40.72621788,-73.98379855,16796,Subscriber,1975,1,10009
996,2014-02-01,2014-02-01T17:20:34.000-05:00,512,W 29 St & 9 Ave,40.7500727,-73.99839279,520,W 52 St & 5 Ave,40.75992262,-73.97648516,16959,Subscriber,1964,2,10001
363,2014-02-01,2014-02-01T17:50:35.000-05:00,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15699,Subscriber,1988,1,10012
765,2014-02-01,2014-02-01T18:00:15.000-05:00,250,Lafayette St & Jersey St,40.72456089,-73.99565293,502,Henry St & Grand St,40.714215,-73.981346,20610,Subscriber,1988,1,10012
594,2014-02-01,2014-02-01T18:01:01.000-05:00,285,Broadway & E 14 St,40.73454567,-73.99074142,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,20603,Subscriber,1964,1,10003
