tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
892,2014-02-01,2014-02-01T00:22:14.000-05:00,499,Broadway & W 60 St,40.76915505,-73.98191841,490,8 Ave & W 33 St,40.751551,-73.993934,20799,Subscriber,1968,1,10023
878,2014-02-01,2014-02-01T00:23:41.000-05:00,497,E 17 St & Broadway,40.73704984,-73.99009296,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19897,Subscriber,1987,1,10003
664,2014-02-01,2014-02-01T00:37:29.000-05:00,405,Washington St & Gansevoort St,40.739323,-74.008119,466,W 25 St & 6 Ave,40.74395411,-73.99144871,19028,Subscriber,1989,1,10014
1060,2014-02-01,2014-02-01T01:29:57.000-05:00,294,Washington Square E,40.73049393,-73.9957214,529,W 42 St & 8 Ave,40.7575699,-73.99098507,14620,Subscriber,1990,1,10003
873,2014-02-01,2014-02-01T01:45:16.000-05:00,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,19491,Subscriber,1970,2,11217
195,2014-02-01,2014-02-01T01:41:42.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,439,E 4 St & 2 Ave,40.7262807,-73.98978041,17470,Subscriber,1990,1,10009
620,2014-02-01,2014-02-01T03:07:03.000-05:00,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19278,Subscriber,1993,1,10011
226,2014-02-01,2014-02-01T03:14:34.000-05:00,472,E 32 St & Park Ave,40.7457121,-73.98194829,536,1 Ave & E 30 St,40.74144387,-73.97536082,20877,Subscriber,1986,1,10016
1701,2014-02-01,2014-02-01T06:30:39.000-05:00,521,8 Ave & W 31 St,40.75044999,-73.99481051,304,Broadway & Battery Pl,40.70463334,-74.01361706,16748,Subscriber,1966,1,10001
92,2014-02-01,2014-02-01T10:02:31.000-05:00,527,E 33 St & 1 Ave,40.74315566,-73.97434726,536,1 Ave & E 30 St,40.74144387,-73.97536082,18629,Subscriber,1962,1,10016
357,2014-02-01,2014-02-01T10:13:23.000-05:00,513,W 56 St & 10 Ave,40.768254,-73.988639,499,Broadway & W 60 St,40.76915505,-73.98191841,14989,Subscriber,1979,2,10019
523,2014-02-01,2014-02-01T10:28:47.000-05:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,285,Broadway & E 14 St,40.73454567,-73.99074142,19207,Subscriber,1982,1,10003
271,2014-02-01,2014-02-01T10:55:17.000-05:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,19894,Subscriber,1947,1,10003
290,2014-02-01,2014-02-01T10:56:04.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,15130,Subscriber,1988,1,10009
325,2014-02-01,2014-02-01T11:17:38.000-05:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,239,Willoughby St & Fleet St,40.69196566,-73.9813018,17848,Subscriber,1980,2,11205
709,2014-02-01,2014-02-01T11:26:48.000-05:00,334,W 20 St & 7 Ave,40.74238787,-73.99726235,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,18507,Subscriber,1975,1,10011
407,2014-02-01,2014-02-01T11:25:44.000-05:00,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,457,Broadway & W 58 St,40.76695317,-73.98169333,18827,Subscriber,1983,1,10036
519,2014-02-01,2014-02-01T11:35:12.000-05:00,350,Clinton St & Grand St,40.71559509,-73.9870295,251,Mott St & Prince St,40.72317958,-73.99480012,17610,Subscriber,1962,2,10002
480,2014-02-01,2014-02-01T11:36:46.000-05:00,442,W 27 St & 7 Ave,40.746647,-73.993915,116,W 17 St & 8 Ave,40.74177603,-74.00149746,18602,Subscriber,1977,1,10001
855,2014-02-01,2014-02-01T11:45:47.000-05:00,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,251,Mott St & Prince St,40.72317958,-73.99480012,21009,Subscriber,1981,2,10011
1008,2014-02-01,2014-02-01T11:52:53.000-05:00,487,E 20 St & FDR Drive,40.73314259,-73.97573881,490,8 Ave & W 33 St,40.751551,-73.993934,16157,Subscriber,1989,1,10009
333,2014-02-01,2014-02-01T11:51:40.000-05:00,503,E 20 St & Park Ave,40.73827428,-73.98751968,497,E 17 St & Broadway,40.73704984,-73.99009296,19325,Subscriber,1952,1,10003
381,2014-02-01,2014-02-01T11:59:23.000-05:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,494,W 26 St & 8 Ave,40.74734825,-73.99723551,18758,Subscriber,1997,2,10001
1761,2014-02-01,2014-02-01T12:46:01.000-05:00,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,2012,E 27 St & 1 Ave,40.739445,-73.976806,15130,Subscriber,1980,1,11201
