tripduration,temp_res,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,spat_res
385,2014-02-01,2014-02-01T00:17:53.000-05:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,503,E 20 St & Park Ave,40.73827428,-73.98751968,14551,Subscriber,1989,1,10003
583,2014-02-01,2014-02-01T00:39:08.000-05:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,476,E 31 St & 3 Ave,40.74394314,-73.97966069,20501,Subscriber,1989,1,10003
538,2014-02-01,2014-02-01T01:09:29.000-05:00,432,E 7 St & Avenue A,40.72621788,-73.98379855,361,Allen St & Hester St,40.71605866,-73.99190759,20953,Subscriber,1989,1,10009
539,2014-02-01,2014-02-01T05:33:22.000-05:00,412,Forsyth St & Canal St,40.7158155,-73.99422366,417,Barclay St & Church St,40.71291224,-74.01020234,17994,Subscriber,1967,1,10002
404,2014-02-01,2014-02-01T06:51:23.000-05:00,116,W 17 St & 8 Ave,40.74177603,-74.00149746,462,W 22 St & 10 Ave,40.74691959,-74.00451887,15680,Subscriber,1977,2,10011
451,2014-02-01,2014-02-01T08:39:35.000-05:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,297,E 15 St & 3 Ave,40.734232,-73.986923,15140,Subscriber,1950,1,10009
680,2014-02-01,2014-02-01T09:45:02.000-05:00,229,Great Jones St,40.72743423,-73.99379025,404,9 Ave & W 14 St,40.7405826,-74.00550867,17234,Subscriber,1956,1,10012
887,2014-02-01,2014-02-01T10:27:57.000-05:00,519,Pershing Square N,40.75188406,-73.97770164,303,Mercer St & Spring St,40.72362738,-73.99949601,18122,Subscriber,1978,1,10017
1262,2014-02-01,2014-02-01T10:51:17.000-05:00,326,E 11 St & 1 Ave,40.72953837,-73.98426726,454,E 51 St & 1 Ave,40.75455731,-73.96592976,18821,Subscriber,1987,2,10003
220,2014-02-01,2014-02-01T11:14:59.000-05:00,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,432,E 7 St & Avenue A,40.72621788,-73.98379855,18921,Subscriber,1983,1,10003
1133,2014-02-01,2014-02-01T11:43:13.000-05:00,422,W 59 St & 10 Ave,40.770513,-73.988038,509,9 Ave & W 22 St,40.7454973,-74.00197139,16998,Subscriber,1975,1,10019
820,2014-02-01,2014-02-01T11:44:00.000-05:00,301,E 2 St & Avenue B,40.72217444,-73.98368779,497,E 17 St & Broadway,40.73704984,-73.99009296,17584,Subscriber,1993,2,10009
1774,2014-02-01,2014-02-01T12:03:08.000-05:00,128,MacDougal St & Prince St,40.72710258,-74.00297088,442,W 27 St & 7 Ave,40.746647,-73.993915,16759,Subscriber,1977,1,10014
333,2014-02-01,2014-02-01T11:40:50.000-05:00,507,E 25 St & 2 Ave,40.73912601,-73.97973776,237,E 11 St & 2 Ave,40.73047309,-73.98672378,19464,Subscriber,1983,2,10010
670,2014-02-01,2014-02-01T12:13:20.000-05:00,382,University Pl & E 14 St,40.73492695,-73.99200509,403,E 2 St & 2 Ave,40.72502876,-73.99069656,21176,Subscriber,1984,2,10003
834,2014-02-01,2014-02-01T12:40:31.000-05:00,426,West St & Chambers St,40.71754834,-74.01322069,383,Greenwich Ave & Charles St,40.735238,-74.000271,15921,Subscriber,1984,1,10013
2321,2014-02-01,2014-02-01T13:17:38.000-05:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,529,W 42 St & 8 Ave,40.7575699,-73.99098507,17539,Subscriber,1987,1,10011
1590,2014-02-01,2014-02-01T13:16:24.000-05:00,459,W 20 St & 11 Ave,40.746745,-74.007756,127,Barrow St & Hudson St,40.73172428,-74.00674436,18510,Subscriber,1963,2,10011
1544,2014-02-01,2014-02-01T13:20:19.000-05:00,469,Broadway & W 53 St,40.76344058,-73.98268129,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,18195,Customer,\N,0,10019
746,2014-02-01,2014-02-01T13:29:32.000-05:00,502,Henry St & Grand St,40.714215,-73.981346,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17553,Subscriber,1972,2,10002
651,2014-02-01,2014-02-01T13:29:12.000-05:00,325,E 19 St & 3 Ave,40.73624527,-73.98473765,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16243,Subscriber,1981,1,10003
1306,2014-02-01,2014-02-01T13:44:32.000-05:00,2009,Catherine St & Monroe St,40.71117444,-73.99682619,294,Washington Square E,40.73049393,-73.9957214,18486,Subscriber,1986,1,10038
1312,2014-02-01,2014-02-01T13:48:19.000-05:00,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,276,Duane St & Greenwich St,40.71748752,-74.0104554,15412,Subscriber,1973,1,11217
980,2014-02-01,2014-02-01T13:44:45.000-05:00,350,Clinton St & Grand St,40.71559509,-73.9870295,348,W Broadway & Spring St,40.72490985,-74.00154702,17299,Subscriber,1966,2,10002
672,2014-02-01,2014-02-01T13:56:21.000-05:00,223,W 13 St & 7 Ave,40.73781509,-73.99994661,317,E 6 St & Avenue B,40.72453734,-73.98185424,16612,Subscriber,1984,1,10011
246,2014-02-01,2014-02-01T13:54:27.000-05:00,350,Clinton St & Grand St,40.71559509,-73.9870295,291,Madison St & Montgomery St,40.713126,-73.984844,16847,Subscriber,1989,1,10002
408,2014-02-01,2014-02-01T14:20:38.000-05:00,212,W 16 St & The High Line,40.74334935,-74.00681753,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,18934,Subscriber,1972,1,10011
2068,2014-02-01,2014-02-01T14:49:23.000-05:00,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,457,Broadway & W 58 St,40.76695317,-73.98169333,16741,Subscriber,1970,1,10012
356,2014-02-01,2014-02-01T14:22:46.000-05:00,389,Broadway & Berry St,40.71044554,-73.96525063,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,16272,Subscriber,1982,1,11249
1311,2014-02-01,2014-02-01T14:50:41.000-05:00,363,West Thames St,40.70834698,-74.01713445,225,W 14 St & The High Line,40.74195138,-74.00803013,19695,Subscriber,1974,1,10280
501,2014-02-01,2014-02-01T14:58:10.000-05:00,293,Lafayette St & E 8 St,40.73028666,-73.9907647,383,Greenwich Ave & Charles St,40.735238,-74.000271,20837,Subscriber,1976,1,10003
466,2014-02-01,2014-02-01T15:10:28.000-05:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,521,8 Ave & W 31 St,40.75044999,-73.99481051,16669,Subscriber,1977,2,10010
228,2014-02-01,2014-02-01T15:27:03.000-05:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,445,E 10 St & Avenue A,40.72740794,-73.98142006,19190,Subscriber,1985,1,10003
2188,2014-02-01,2014-02-01T16:07:30.000-05:00,483,E 12 St & 3 Ave,40.73223272,-73.98889957,385,E 55 St & 2 Ave,40.75797322,-73.96603308,16195,Subscriber,1956,1,10003
1581,2014-02-01,2014-02-01T16:02:57.000-05:00,276,Duane St & Greenwich St,40.71748752,-74.0104554,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,20162,Customer,\N,0,10013
791,2014-02-01,2014-02-01T15:51:19.000-05:00,251,Mott St & Prince St,40.72317958,-73.99480012,337,Old Slip & Front St,40.7037992,-74.00838676,18331,Subscriber,1986,1,10012
